reaction_id,product,Conversion,solvent,catalyst,ligand,reactant2,reactant1,base
81,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,90.3,CC#N,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CCN(CC)CC
82,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,15.36,CC#N,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CCN(CC)CC
83,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.51,CC#N,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CCN(CC)CC
84,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,19.51,CC#N,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CCN(CC)CC
85,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,9.76,CC#N,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
86,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,4.15,CC#N,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
87,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,1.53,CC#N,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
88,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,5.8,CC#N,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
89,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.65,CC#N,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
90,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,4.43,CC#N,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
91,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,66.8,CC#N,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
92,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,6.42,CC#N,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
93,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,78.23,CC#N,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
94,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,13.95,CC#N,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
95,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.11,CC#N,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
96,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,8.29,CC#N,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,blanck_cell
97,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,33.79,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
98,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,8.08,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
99,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,61.2,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
100,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,69.94,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
101,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,7.2,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
102,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,79.47,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
103,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,87.06,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
104,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,12.7,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
105,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,88.97,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
106,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,27.93,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
107,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,6.11,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
108,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,20.0,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Na+].[OH-]
109,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,66.74,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
110,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,8.11,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
111,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,57.48,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
112,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,61.89,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
113,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.23,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
114,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,70.45,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
115,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,79.85,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
116,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,9.6,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
117,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,80.77,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
118,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,19.24,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
119,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,5.2,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
120,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,8.33,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=C([O-])O.[Na+]
121,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,39.17,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
122,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,7.24,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
123,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,44.98,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
124,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,50.95,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
125,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.23,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
126,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,61.29,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
127,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,60.83,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
128,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,9.94,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
129,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,53.52,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
130,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,18.18,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
131,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,3.68,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
132,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,8.42,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[Cs+].[F-]
133,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,41.23,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
134,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,6.66,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
135,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,33.02,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
136,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,50.06,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
137,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,2.68,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
138,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,55.85,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
139,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,47.94,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
140,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,9.37,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
141,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,52.33,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
142,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,20.18,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
143,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,4.25,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
144,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,7.98,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,O=P([O-])([O-])[O-].[K+].[K+].
145,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,48.56,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
146,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,7.77,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
147,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,42.73,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
148,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,55.08,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
149,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,3.03,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
150,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,62.33,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CCCCP(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
151,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,73.31,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
152,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,12.3,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
153,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,72.0,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
154,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,26.14,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
155,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,4.54,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
156,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,17.83,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],blanck_cell,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,[K+].[OH-]
157,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,66.16,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CC(C)(C)P(C(C)(C)C)C(C)(C)C,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CC(C)(C)[O-].[Li+]
158,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,9.92,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CC(C)(C)[O-].[Li+]
159,Cc1ccc2c(cnn2C2CCCCO2)c1-c1ccc2ncccc2c1,58.51,C1CCOC1,CC(=O)O~CC(=O)O~[Pd],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Clc1ccc2ncccc2c1,CC(C)(C)[O-].[Li+]
