reaction_idx,base,solvent,activator,nucleophile,yield
600,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,8.08
601,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,0.09
602,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,4.35
603,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,41.31
604,Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,45.61
605,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,25.69
606,CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,19.0
607,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,26.27
608,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,55.37
609,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,47.32
610,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,55.36
611,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,40.46
612,Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,17.95
613,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,5.09
614,CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,8.74
615,CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,17.41
616,Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,18.87
617,Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,7.44
618,CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,12.63
619,CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,29.94
620,Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,37.87
621,Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,15.03
622,CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,20.06
623,CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,Cc1ccc2ncccc2c1N,33.57
624,Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,75.03
625,Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,3.9
626,CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,68.44
627,CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,62.88
628,Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,50.15
629,Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,12.45
630,CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,79.43
631,CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,60.81
632,Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,63.37
633,Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,81.42
634,CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,27.41
635,CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,Cc1ccc2ncccc2c1N,10.69
636,Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,40.62
637,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,0.24
638,CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,6.04
639,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,16.45
640,Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,44.97
641,Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,3.1
642,CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,14.88
643,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,27.08
644,Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,20.13
645,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,3.21
646,CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,10.22
647,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,35.72
648,Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,70.03
649,Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,34.65
650,CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,66.5
651,CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,48.88
652,Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,39.74
653,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,59.42
654,CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,69.69
655,CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,38.68
656,Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,45.88
657,Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,53.52
658,CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,67.72
659,CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,Cc1ccc2ncccc2c1N,27.57
660,Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,15.47
661,Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,18.18
662,CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,31.68
663,CCN(C(C)C)C(C)C,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,34.07
664,Cn1ccnc1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,-0.26
665,Cc1cccc(C)n1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,26.56
666,CN1CCOCC1,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,51.4
667,CCN(C(C)C)C(C)C,CC#N,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,13.17
668,Cn1ccnc1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,64.07
669,Cc1cccc(C)n1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,66.85
670,CN1CCOCC1,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,45.78
671,CCN(C(C)C)C(C)C,CN(C)C=O,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,Cc1ccc2ncccc2c1N,9.59
672,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,4.24
673,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.4
674,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.97
675,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.94
676,Cn1ccnc1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,8.07
677,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.33
678,CN1CCOCC1,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,2.35
679,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,8.12
680,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,29.35
681,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,4.21
682,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,8.14
683,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]c1c(F)c(F)c(F)c(F)c1F)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,21.15
684,Cn1ccnc1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,12.68
685,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,47.99
686,CN1CCOCC1,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,16.76
687,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,21.58
688,Cn1ccnc1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,20.28
689,Cc1cccc(C)n1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,20.99
690,CN1CCOCC1,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,37.78
691,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,9.84
692,Cn1ccnc1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,15.59
693,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,24.19
694,CN1CCOCC1,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,20.92
695,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[Cl+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,21.5
696,Cn1ccnc1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,6.14
697,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.45
698,CN1CCOCC1,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,5.25
699,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,14.81
700,Cn1ccnc1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,7.87
701,Cc1cccc(C)n1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,27.32
702,CN1CCOCC1,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,12.28
703,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,11.38
704,Cn1ccnc1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,12.18
705,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,24.15
706,CN1CCOCC1,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,18.59
707,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[O+]n1nnc2cccnc21)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,11.28
708,Cn1ccnc1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,14.2
709,Cc1cccc(C)n1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,14.33
710,CN1CCOCC1,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,15.53
711,CCN(C(C)C)C(C)C,C1CCOC1,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,18.45
712,Cn1ccnc1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,17.76
713,Cc1cccc(C)n1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,14.84
714,CN1CCOCC1,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,16.72
715,CCN(C(C)C)C(C)C,CC#N,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,25.09
716,Cn1ccnc1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,34.95
717,Cc1cccc(C)n1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,34.15
718,CN1CCOCC1,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,33.66
719,CCN(C(C)C)C(C)C,CN(C)C=O,F[P-](F)(F)(F)(F)F.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1,CC(C)c1cccc(C(C)C)c1N,25.42
720,Cn1ccnc1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,35.02
721,Cc1cccc(C)n1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,10.58
722,CN1CCOCC1,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,31.95
723,CCN(C(C)C)C(C)C,C1CCOC1,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,29.35
724,Cn1ccnc1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,23.41
725,Cc1cccc(C)n1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,5.81
726,CN1CCOCC1,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,37.08
727,CCN(C(C)C)C(C)C,CC#N,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,28.39
728,Cn1ccnc1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,29.58
729,Cc1cccc(C)n1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,39.56
730,CN1CCOCC1,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,12.79
731,CCN(C(C)C)C(C)C,CN(C)C=O,O=C1OCCN1P(=O)(Cl)N1CCOC1=O,CC(C)c1cccc(C(C)C)c1N,4.99
732,Cn1ccnc1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,18.96
733,Cc1cccc(C)n1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,0.11
734,CN1CCOCC1,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,2.82
735,CCN(C(C)C)C(C)C,C1CCOC1,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,7.68
736,Cn1ccnc1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,20.99
737,Cc1cccc(C)n1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,1.45
738,CN1CCOCC1,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,6.94
739,CCN(C(C)C)C(C)C,CC#N,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,12.64
740,Cn1ccnc1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,9.4
741,Cc1cccc(C)n1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,1.5
742,CN1CCOCC1,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,4.77
743,CCN(C(C)C)C(C)C,CN(C)C=O,CN(C)C(=[F+])N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,18.37
744,Cn1ccnc1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,37.93
745,Cc1cccc(C)n1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,33.97
746,CN1CCOCC1,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,34.25
747,CCN(C(C)C)C(C)C,C1CCOC1,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,19.52
748,Cn1ccnc1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,19.93
749,Cc1cccc(C)n1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,32.57
750,CN1CCOCC1,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,36.22
751,CCN(C(C)C)C(C)C,CC#N,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,15.21
752,Cn1ccnc1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,24.5
753,Cc1cccc(C)n1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,31.29
754,CN1CCOCC1,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,35.3
755,CCN(C(C)C)C(C)C,CN(C)C=O,O=P(Cl)(c1ccccc1)c1ccccc1,CC(C)c1cccc(C(C)C)c1N,12.92
756,Cn1ccnc1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,30.71
757,Cc1cccc(C)n1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,31.47
758,CN1CCOCC1,C1CCOC1,CCOC(=O)C(C#N)=N[O+]=C(N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,CC(C)c1cccc(C(C)C)c1N,25.3
